list,number,title,videoId,viewCount,status,youtubeTitle,channel,url,error
"都會詩歌","HYMN-363","蒙大恩蒼生當稱讚頌揚","oOuPYyO2zvk","18923","kept","蒙大恩蒼生當稱讚頌揚 Sing Praise to the Lord, You People of Grace - 2019 聖詩頌唱會「詩‧人」","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=oOuPYyO2zvk",""
"都會詩歌","HYMN-364","單單仰望祢","x9olp0a1Tqo","114283","kept","單單仰望你 (video 製作)","Tony Lui","https://www.youtube.com/watch?v=x9olp0a1Tqo",""
"都會詩歌","HYMN-365","好像個父親","ge4PY3Dc9wU","700","removed-under-threshold","好像個父親｜亞薩詩班｜主日聖樂崇拜｜台北懷恩堂","Isaac Lam","https://www.youtube.com/watch?v=ge4PY3Dc9wU",""
"都會詩歌","HYMN-366","確實上主在這地方","e8lldmqNwcc","112","removed-under-threshold","確實上主在這地方-聖餐主日序樂","习近平","https://www.youtube.com/watch?v=e8lldmqNwcc",""
"都會詩歌","HYMN-367","神啊！我要讚美祢","HPh0MezOgoI","39","removed-under-threshold","神啊！我要讚美祢","Release - Topic","https://www.youtube.com/watch?v=HPh0MezOgoI",""
"都會詩歌","HYMN-368","神是君王","VPuknASNY-8","1580","removed-under-threshold","20151108 神是君王","Gary Cheung","https://www.youtube.com/watch?v=VPuknASNY-8",""
"都會詩歌","HYMN-369","榮耀十架","ofGv1rbBMCc","2680","removed-under-threshold","榮耀十架 - Cantonhymn (周日音樂匯2014-03-09)","周日音樂匯","https://www.youtube.com/watch?v=ofGv1rbBMCc",""
"都會詩歌","HYMN-370","榮耀歸於袮","t7SmnnNhdMI","2320","removed-under-threshold","所有的榮耀歸於祢＿花蓮博愛浸信會主日敬拜","花蓮博愛浸信會線上影音","https://www.youtube.com/watch?v=t7SmnnNhdMI",""
"都會詩歌","HYMN-371","求主作我光","ryNrGFAqe5w","4517","kept","求主作我光 Longing For Light 點解聖詩(八)「聖詩中的社會議題」","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=ryNrGFAqe5w",""
"都會詩歌","HYMN-372","求基督差使我","VlYhses38wk","1174","removed-under-threshold","求基督差使我","S","https://www.youtube.com/watch?v=VlYhses38wk",""
"都會詩歌","HYMN-373","開展主的國","MSo9dYTlr0E","61914","kept","【默想詩歌】開展主的國(粵)","Take Up Your Cross 背起十架","https://www.youtube.com/watch?v=MSo9dYTlr0E",""
"都會詩歌","HYMN-374","全因為祢","B9428ybwFCY","2584","removed-under-threshold","全因為祢（官方歌詞版MV） - 鄧婉玲","永恆音樂事工 Eternity Music Ministry","https://www.youtube.com/watch?v=B9428ybwFCY",""
"都會詩歌","HYMN-375","愛是不保留","sXca2wmw7Sk","44794","kept","《Worship From Home 微敬拜》系列 EP2 詩歌《愛是不保留》","Home Of Artists HK 藝人之家","https://www.youtube.com/watch?v=sXca2wmw7Sk",""
"都會詩歌","HYMN-376","讚美之泉","x-DysGdCg4k","4679625","kept","【讚美之泉 Stream of Praise】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=x-DysGdCg4k",""
"都會詩歌","HYMN-377","耶和華祝福滿滿","n1bDbq5X6Is","1069967","kept","【耶和華祝福滿滿 Jehovah's Blessings Abound - 2001弦樂版】官方歌詞版MV (Official Lyrics MV) - 讚美之泉台語敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=n1bDbq5X6Is",""
"都會詩歌","HYMN-378","彩虹下的約定","cyo4B6MsK3g","477158","kept","【彩虹下的約定 The Covenant Under the Rainbow】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (4)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=cyo4B6MsK3g",""
"都會詩歌","HYMN-379","生命的凱歌","ivPWBePtk2Y","22571","kept","【生命的凱歌 Victorious Life】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (2)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=ivPWBePtk2Y",""
"都會詩歌","HYMN-380","祢是我生命的亮光","W2GPoBX3N3w","42040","kept","诗歌敬拜 | 詩歌敬拜-你是我生命的亮光| -回家專輯：《我心旋律》","颂赞诗歌 | 頌讚詩歌","https://www.youtube.com/watch?v=W2GPoBX3N3w",""
"都會詩歌","HYMN-381","全能的創造主","z4H3FhcvduY","315943","kept","【全能的創造主 Wonderful Creator】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (6)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=z4H3FhcvduY",""
"都會詩歌","HYMN-382","祢是信實的上帝","C6HSl4Nhgdg","321978","kept","【祢是信實的上帝 You Are A Faithful God】官方歌詞版MV (Official Lyrics MV) - 讚美之泉台語敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=C6HSl4Nhgdg",""
"都會詩歌","HYMN-383","我們愛讓世界不一樣","fUijjKO3lYU","4363486","kept","【我們愛 (讓世界不一樣) We Will Love (We Can Make a Difference)】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (13)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=fUijjKO3lYU",""
"都會詩歌","HYMN-384","你愛永不變","U_D3qRW-M9A","240861","kept","【我對祢的愛永不變 My Love for You Will Never Change】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (4)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=U_D3qRW-M9A",""
"都會詩歌","HYMN-385","主祢是我力量","4Of5ajwoCxQ","1522209","kept","【主祢是我力量 You Are My Strength】敬拜MV - 讚美之泉兒童敬拜讚美 (6)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=4Of5ajwoCxQ",""
"都會詩歌","HYMN-386","每一天我需要祢","IBeDhW5uET0","3777131","kept","【每一天我需要祢 I Need You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (21)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=IBeDhW5uET0",""
"都會詩歌","HYMN-387","展開清晨的翅膀","xugw9VE0pjc","1093759","kept","【展開清晨的翅膀 Wings of the Dawn】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (7)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=xugw9VE0pjc",""
"都會詩歌","HYMN-388","祢的愛不離不棄","-kHB_L11P_U","21651388","kept","你的愛不離不棄","777Worship 完全的敬拜 | 敬拜中裡合一 | Unity in Worship","https://www.youtube.com/watch?v=-kHB_L11P_U",""
"都會詩歌","HYMN-389","祢使我生命美麗","-3klPYCsIFs","188344","kept","【祢使我生命美麗 You Have Made My Life Beautiful】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (12P)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=-3klPYCsIFs",""
"都會詩歌","HYMN-390","這裡有榮耀","V7MIkQD7fvg","1742514","kept","【這裡有榮耀 Glory】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (19)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=V7MIkQD7fvg",""
"都會詩歌","HYMN-391","我要看見","kYHmfN8tXPM","5502424","kept","【我要看見 I Want to See】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (21)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=kYHmfN8tXPM",""
"都會詩歌","HYMN-392","我要全心讚美","Bs-pQZ9b0OU","2490096","kept","【我要全心讚美 My Heart Will Praise You, Lord】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (15)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=Bs-pQZ9b0OU",""
"都會詩歌","HYMN-393","更深之處","08YrvyT5HHs","1031499","kept","【更深之處 Take Me Deeper】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (21)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=08YrvyT5HHs",""
"都會詩歌","HYMN-394","親愛主","QuFgSKly2JY","103425","kept","小羊詩歌-親愛主聽我禱告 (Lamb Music: Dear LORD, hear my prayer)","Garden of Perfume","https://www.youtube.com/watch?v=QuFgSKly2JY",""
"都會詩歌","HYMN-395","求主給我一顆心","ZzL8VSHq2q0","1877","removed-under-threshold","296 求主给我一颗心 Sydney 2014","小敏迦南诗歌 Xiaomin Canaan Hymns","https://www.youtube.com/watch?v=ZzL8VSHq2q0",""
"都會詩歌","HYMN-396","主我跟祢走","u9o2q1NfE6c","494117","kept","【主我跟祢走 Lord, I Walk With You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (10)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=u9o2q1NfE6c",""
"都會詩歌","HYMN-397","盟約","jckdCARnl5c","134359","kept","【中英字幕】盟約 | 小羊詩歌《盟約》專輯","小羊詩歌","https://www.youtube.com/watch?v=jckdCARnl5c",""
"都會詩歌","HYMN-398","有一位神","b3oivk4W7EY","3813911","kept","【有一位神 There Is A God】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=b3oivk4W7EY",""
"都會詩歌","HYMN-399","如鷹展翅上騰","kh90L85WW7w","21808","kept","【如鷹展翅上騰】 (River Of Life Christian Church) 歌詞版 (Lyrics) - 敬拜詩歌","Faith In Christ","https://www.youtube.com/watch?v=kh90L85WW7w",""
"都會詩歌","HYMN-400","從早晨到夜晚","QvfB1-FpfWk","11213192","kept","【從早晨到夜晚 Morning to Night】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (22)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=QvfB1-FpfWk",""
"都會詩歌","HYMN-401","神羔羊配得","eVGtl90Siy8","2096005","kept","約書亞樂團 -【神羔羊配得 / Worthy is the Lamb 】","Joshua Band 約書亞樂團","https://www.youtube.com/watch?v=eVGtl90Siy8",""
"都會詩歌","HYMN-402","聖靈請祢來","IjufasfZ9hE","11866739","kept","聖靈請你來","777Worship 完全的敬拜 | 敬拜中裡合一 | Unity in Worship","https://www.youtube.com/watch?v=IjufasfZ9hE",""
"都會詩歌","HYMN-403","主我敬拜祢","j8pQHrnc348","212814","kept","【主我敬拜祢 Lord, I Worship You / 哈利路亞 Hallelujah】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (3)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=j8pQHrnc348",""
"都會詩歌","HYMN-404","將天敞開","kxGQ7LV4DKQ","1319180","kept","【將天敞開/行神蹟的神/一生敬拜祢/這是聖潔之地】｜讚美之泉《天堂敬拜 LIVE》","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=kxGQ7LV4DKQ",""
"都會詩歌","HYMN-405","坐在寶座上聖潔羔羊","M1ol9T8A8BA","195","removed-under-threshold","坐在寶座上聖潔羔羊","Joshua Chang","https://www.youtube.com/watch?v=M1ol9T8A8BA",""
"都會詩歌","HYMN-406","榮美的救主","ZPVChPb5J7Q","597465","kept","約書亞樂團 -【 榮美的救主 / Beautiful Savior 】官方歌詞MV","Joshua Band 約書亞樂團","https://www.youtube.com/watch?v=ZPVChPb5J7Q",""
"都會詩歌","HYMN-407","我相信","Eo3k93nbm2M","564562","kept","約書亞樂團 -【 我相信 / Believe 】官方歌詞MV","Joshua Band 約書亞樂團","https://www.youtube.com/watch?v=Eo3k93nbm2M",""
"都會詩歌","HYMN-408","深深愛祢","k_S6gYOrjdQ","1241937","kept","【深深愛祢 Deeper In Love】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (9)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=k_S6gYOrjdQ",""
"都會詩歌","HYMN-409","我願意","zUQ10Xc1Q9g","25536","kept","【我願意為祢 / For You I’m Willing】Acoustic Live 官方歌詞MV - 約書亞樂團、璽恩 SiEnVanessa","Joshua Band 約書亞樂團","https://www.youtube.com/watch?v=zUQ10Xc1Q9g",""
"都會詩歌","HYMN-410","耶穌恩友","2dT345Crytk","2347","removed-under-threshold","耶穌恩友  傳統詩歌 (宇宙光百人大合唱)  片長：2分37秒","詩歌頌讚","https://www.youtube.com/watch?v=2dT345Crytk",""
"都會詩歌","HYMN-411","因祂活著","BQm6FAH_A-k","118307","kept","KUA WORSHIP【因祂活著 / 祢是聖潔 喔主 / 因祢十架】KUA敬拜團","KUA GLOBAL 跨越","https://www.youtube.com/watch?v=BQm6FAH_A-k",""
"都會詩歌","HYMN-412","奇異恩典","q07cZpNEwFs","525025","kept","奇異恩典，基督教經典讚美詩歌","美圖悅主","https://www.youtube.com/watch?v=q07cZpNEwFs",""
"都會詩歌","HYMN-413","有福的確據","N7Rdlp3GLEE","36021","kept","【有福的確據】動態歌詞版＊＊祢是我一切 ( 天韻與聖詩的頌讚 ) 天韻合唱團 Official MV","天韻合唱團 Heavenly Melody","https://www.youtube.com/watch?v=N7Rdlp3GLEE",""
"都會詩歌","HYMN-414","我要向高山舉目","bhS0D7Gd-Ek","10348647","kept","【我要向高山舉目 Lift My Eyes to the Hills】敬拜MV - 讚美之泉兒童敬拜讚美 (1)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=bhS0D7Gd-Ek",""
"都會詩歌","HYMN-415","最知心的朋友","hpXn8646wA8","2148493","kept","最知心的朋友 My Dearest Friend 小敏 / 讚美靈修音樂 （翻新動態視頻）","立約敬拜 Promise Worship","https://www.youtube.com/watch?v=hpXn8646wA8",""
"都會詩歌","HYMN-416","主啊我到祢面前","xmC0KwK-7y8","142192","kept","好聽中文詩歌《主啊我到你面前》唐瑛琦-願我一生蒙你悅納（附歌詞）","Faith Flower Floral信心花舍","https://www.youtube.com/watch?v=xmC0KwK-7y8",""
"都會詩歌","HYMN-417","牽我手","LfEs9KzOji4","95238","kept","牽我手 Hold My Hand 盛曉玫 Amy Sand 泥土音樂專輯 2：有一天","泥土音樂Clay Music","https://www.youtube.com/watch?v=LfEs9KzOji4",""
"都會詩歌","HYMN-418","腳步","xfXiROE1BdY","2770762","kept","腳步（盛曉玫 含經文 國語詩歌 泥土音樂授權）","HALLELUYA MEDIA","https://www.youtube.com/watch?v=xfXiROE1BdY",""
"都會詩歌","HYMN-419","祢的恩典夠我用","v76-wz1mv8w","5675643","kept","【祢的恩典夠我用 Your Grace Is Enough】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (23)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=v76-wz1mv8w",""
"都會詩歌","HYMN-420","天父的花園","O5NB4bcPWIk","7176727","kept","【天父的花園 Father's Garden】敬拜MV - 讚美之泉兒童敬拜讚美 (2)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=O5NB4bcPWIk",""
"都會詩歌","HYMN-421","主的喜樂是我力量","MEHMGqHh9ZY","1783297","kept","【主的喜樂是我力量 The Joy of the Lord is My Strength】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (9)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=MEHMGqHh9ZY",""
"都會詩歌","HYMN-422","尊貴全能神","ouG12IsjTNU","7438193","kept","【叫我抬起頭的神 The Lifter of My Head / 尊貴全能神 Almighty God】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (16)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=ouG12IsjTNU",""
"都會詩歌","HYMN-423","我心屬於祢","qJ1bqBNnbXA","753799","kept","詩歌【我心屬於祢】樂筆手寫歌詞 Worship Song Lyrics Calligraphy","樂筆 x 日光實驗室","https://www.youtube.com/watch?v=qJ1bqBNnbXA",""
"都會詩歌","HYMN-424","永遠尊貴","-ZnOCvRnwaQ","562568","kept","【永遠尊貴 All Honor To You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (12A)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=-ZnOCvRnwaQ",""
"都會詩歌","HYMN-425","我要唱耶和華的大慈愛","j_UqaoQQLn0","49316","kept","C16我要唱耶和華的大慈愛","Edison團契詩歌","https://www.youtube.com/watch?v=j_UqaoQQLn0",""
"都會詩歌","HYMN-426","祢是我的一切","ILEjpfTxAeg","156467","kept","天堂敬拜~祢是我的一切（單曲）","GOOD TV DAILY","https://www.youtube.com/watch?v=ILEjpfTxAeg",""
"都會詩歌","HYMN-427","主如明亮晨星","OWcZbluzbZM","75583","kept","【主如明亮晨星】Christ as a Bright Morning Star│詞曲：周裕豐牧師│鋼琴：gracehome251│頌唱：Teresa Huang│#基督教傳統經典詩歌","Teresa古今詩歌Hymns♬","https://www.youtube.com/watch?v=OWcZbluzbZM",""
"都會詩歌","HYMN-428","耶和華靠近傷心的人","aC8cit9xERY","436522","kept","【耶和華靠近傷心的人 The Lord Is Close to the Broken】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (13)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=aC8cit9xERY",""
"都會詩歌","HYMN-429","祢愛的大能","w2JRIQt8jNg","157920","kept","有情天音樂事工 - 你愛的大能","GOOD TV DAILY","https://www.youtube.com/watch?v=w2JRIQt8jNg",""
"都會詩歌","HYMN-430","讓我","0SDpQxoLS64","194095","kept","讓我 官方歌詞版｜新店行道會敬拜讚美","新店行道會 TOPCHURCH","https://www.youtube.com/watch?v=0SDpQxoLS64",""
"都會詩歌","HYMN-431","我在這裡","dK2rSkmWEzA","2270378","kept","【我在這裡 Here I Am】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (25)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=dK2rSkmWEzA",""
"都會詩歌","HYMN-432","耶穌我愛祢","usHsWo5sY0U","601345","kept","【耶穌我愛祢 Jesus I Love You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (12A)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=usHsWo5sY0U",""
"都會詩歌","HYMN-433","我的神我要敬拜祢","_aKNV1az0rs","290890","kept","我的神我要敬拜你 -  詩集：我心旋律","立約敬拜 Promise Worship","https://www.youtube.com/watch?v=_aKNV1az0rs",""
"80s 歌單","POP80-001","Monica","w3N5tisg20I","2721702","kept","Monica | 張國榮 Leslie Cheung | Official Music Video | 詞：黎彼得   | 曲：NOBODY","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=w3N5tisg20I",""
"80s 歌單","POP80-002","風繼續吹","UmTB6E5mU5w","3421893","kept","風繼續吹| 電影《縱橫四海》主題曲 | 張國榮 Leslie Cheung | Official Music Video | 曲：Uzaki Ryudo | 詞：Aki Yoko","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=UmTB6E5mU5w",""
"80s 歌單","POP80-003","為你鍾情","lkd06VLJGQg","519335","kept","為妳鍾情 | 張國榮 Leslie Cheung | Official Music Video | 曲：王正宇 | 詞：黃霑","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=lkd06VLJGQg",""
"80s 歌單","POP80-004","不羈的風","hEofxPB73Is","936360","kept","不羈的風  | 張國榮 Leslie Cheung | Official Music Video | 曲：大安管志幸 | 詞：林振強","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=hEofxPB73Is",""
"80s 歌單","POP80-005","當年情","hCxE724_aWk","437744","kept","【TVB十大勁歌金曲1986】當年情 | 張國榮 Leslie Cheung | 頒獎及演唱 |電影《英雄本色》 主題曲 | 詞：黃霑      | 曲：顧嘉煇","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=hCxE724_aWk",""
"80s 歌單","POP80-006","有誰共鳴","9b1vv1kWYc4","5380944","kept","有誰共鳴 | 張國榮 Leslie Cheung | Official Music Video | 曲：谷村新司 | 詞：小美","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=9b1vv1kWYc4",""
"80s 歌單","POP80-007","無心睡眠","57k7Q4NZHEY","76617","kept","張國榮 無心睡眠 MV 1987年","Theme MV","https://www.youtube.com/watch?v=57k7Q4NZHEY",""
"80s 歌單","POP80-008","共同渡過","ftOBb10VFDg","180950","kept","Leslie 張國榮 - 共同渡過","音樂無疆界 Music Without Boundaries","https://www.youtube.com/watch?v=ftOBb10VFDg",""
"80s 歌單","POP80-009","沉默是金","7bl9bA7A0OM","3399897","kept","沉默是金 MV ( 張國榮 許冠傑 ) [Silence Is Gold] [Im Lặng Là Vàng]","Tuyet Tinh Phap","https://www.youtube.com/watch?v=7bl9bA7A0OM",""
"80s 歌單","POP80-010","偏偏喜歡你","RmTAUDlcPSk","21925461","kept","陳百強 Danny Chan -《偏偏喜歡你》 Official MV","Timeless Music Hong Kong天碟","https://www.youtube.com/watch?v=RmTAUDlcPSk",""
"80s 歌單","POP80-011","今宵多珍重","7Fu9DJGRU8Y","11974109","kept","陳百強 Danny Chan -《今宵多珍重》Official MV","Timeless Music Hong Kong天碟","https://www.youtube.com/watch?v=7Fu9DJGRU8Y",""
"80s 歌單","POP80-012","漣漪","YQ5fU_8JEgs","6629","kept","陳百強《漣漪》MV 1982","ymkit DC","https://www.youtube.com/watch?v=YQ5fU_8JEgs",""
"80s 歌單","POP80-013","一生何求","lTraAPROJr0","33016","kept","陳百強 一生何求MV","Ellen L 1996","https://www.youtube.com/watch?v=lTraAPROJr0",""
"80s 歌單","POP80-014","等","ByEv5YjGHII","606629","kept","陳百強 Danny Chan -《等》Official MV（電影《聖誕快樂》插曲）","Timeless Music Hong Kong天碟","https://www.youtube.com/watch?v=ByEv5YjGHII",""
"80s 歌單","POP80-015","盼望的緣份","jQ9Rbf_MzZU","1271","removed-under-threshold","陳百強《盼望的緣份》MV 1985","ymkit DC","https://www.youtube.com/watch?v=jQ9Rbf_MzZU",""
"80s 歌單","POP80-016","愛在深秋","YcSPYcouAlE","376468","kept","Alan Tam 譚詠麟 '愛在深秋' MV","universalmusichk","https://www.youtube.com/watch?v=YcSPYcouAlE",""
"80s 歌單","POP80-017","霧之戀","4wL1r702Ct8","120086","kept","譚詠麟 ~ 霧之戀《陳秀珠主演》【Music Video 】","637 TWS","https://www.youtube.com/watch?v=4wL1r702Ct8",""
"80s 歌單","POP80-018","愛情陷阱","v0SpDF7BnUg","17233","kept","譚詠麟 ~ 愛情陷阱【Music Video 】","637 TWS","https://www.youtube.com/watch?v=v0SpDF7BnUg",""
"80s 歌單","POP80-019","朋友","DkDPEXyMOi8","2468940","kept","朋友 (電影《龍兄虎弟》歌曲)","Alan Tam - Topic","https://www.youtube.com/watch?v=DkDPEXyMOi8",""
"80s 歌單","POP80-020","雨夜的浪漫","IebV0N1-DGI","31128","kept","譚詠麟 ~ 雨夜的浪漫【Music Video 】","637 TWS","https://www.youtube.com/watch?v=IebV0N1-DGI",""
"80s 歌單","POP80-021","半夢半醒之間","MYJ31u6q2hI","234607","kept","譚詠麟 - 《半夢半醒之間》MV","AlanTamVEVO","https://www.youtube.com/watch?v=MYJ31u6q2hI",""
"80s 歌單","POP80-022","水中花","6LJ2mJU4BpI","281284","kept","譚詠麟 - 水中花","AlanTamVEVO","https://www.youtube.com/watch?v=6LJ2mJU4BpI",""
"80s 歌單","POP80-023","幻影","I8AaTbDbhwo","19060","kept","譚詠麟《幻影》(歌词MV)","Cat Music&懒猫音乐作坊","https://www.youtube.com/watch?v=I8AaTbDbhwo",""
"80s 歌單","POP80-024","無言感激","0H31JX11GbU","40275","kept","譚詠麟 無言感激","Published Television mv","https://www.youtube.com/watch?v=0H31JX11GbU",""
"80s 歌單","POP80-025","遙遠的她","Pc6ZY2yLhIw","126415","kept","張學友 ~ 遙遠的她【Music Video 】","637 TWS","https://www.youtube.com/watch?v=Pc6ZY2yLhIw",""
"80s 歌單","POP80-026","月半彎","Plcg-ysJ6i4","11561","kept","張學友 ~ 月半彎 【Music Video 】","637 TWS","https://www.youtube.com/watch?v=Plcg-ysJ6i4",""
"80s 歌單","POP80-027","Smile Again 瑪莉亞","wcvWg8eSunA","2559","removed-under-threshold","張學友 ~ Smile Again瑪莉亞&輕撫你的臉【寶麗金15週年演唱會 】","637 TWS","https://www.youtube.com/watch?v=wcvWg8eSunA",""
"80s 歌單","POP80-028","太陽星辰","xkWYCgAORpU","11285","kept","張學友 ~ 太陽星辰【Music Video 】","637 TWS","https://www.youtube.com/watch?v=xkWYCgAORpU",""
"80s 歌單","POP80-029","情已逝","YVRIAZgyLg8","15430","kept","張學友【情已逝 1985】(歌詞MV)(1080p)(作曲：來生孝夫)(填詞：潘源良)(Jacky Cheung)","沿途有你 2","https://www.youtube.com/watch?v=YVRIAZgyLg8",""
"80s 歌單","POP80-030","夕陽之歌","Rh-gxRXSIdU","15257","kept","梅艷芳【夕陽之歌 1989】(歌詞MV)(1080p)(填詞：陳少琪)電影《英雄本色3之夕陽之歌》主題曲","沿途有你 2","https://www.youtube.com/watch?v=Rh-gxRXSIdU",""
"80s 歌單","POP80-031","似水流年","fiVyueZ8Fp4","12456","kept","梅艷芳【似水流年 1985】(歌詞MV)(1080p)(作曲：喜多郎)(填詞：鄭國江)電影《似水流年》主題曲","沿途有你 2","https://www.youtube.com/watch?v=fiVyueZ8Fp4",""
"80s 歌單","POP80-032","夢伴","E2FQx9Q4U1U","12826","kept","梅艷芳 ~ 夢伴【Music Video 】","637 TWS","https://www.youtube.com/watch?v=E2FQx9Q4U1U",""
"80s 歌單","POP80-033","壞女孩","lh5QmOjN7Gc","15514","kept","【TVB十大勁歌金曲1985】壞女孩 | 梅艷芳 Anita Mui | 頒獎及演唱 | 作詞：林振強     作曲：C Dore/J Littman","華星唱片 Capital Artists Official Channel","https://www.youtube.com/watch?v=lh5QmOjN7Gc",""
"80s 歌單","POP80-034","胭脂扣","XKvKbRZJu8E","182563","kept","梅艷芳【胭脂扣 1987】(歌詞MV)(1080p)(作曲：黎小田)(填詞：鄧景生)電影『胭脂扣』主題曲(Rouge)","沿途有你 2","https://www.youtube.com/watch?v=XKvKbRZJu8E",""
"80s 歌單","POP80-035","將冰山劈開","1gwIXaNV9PU","406202","kept","Anita Mui 梅艷芳 - 將冰山劈開【字幕歌詞】Cantonese Jyutping Lyrics I 1986年《妖女》專輯","NKstudio73","https://www.youtube.com/watch?v=1gwIXaNV9PU",""
"80s 歌單","POP80-036","赤的疑惑","jI8gTzJ-gDQ","9548","kept","梅艷芳 ~ 赤的疑惑【Music Video 】 【 配音日劇[赤的疑惑]主題曲】","637 TWS","https://www.youtube.com/watch?v=jI8gTzJ-gDQ",""
"80s 歌單","POP80-037","真的愛你","n8aK_IUna_Y","1510718","kept","Beyond - 真的愛你 (Official Music Video)","BeyondVEVO","https://www.youtube.com/watch?v=n8aK_IUna_Y",""
"80s 歌單","POP80-038","大地","VVnCrqs07l0","8695","kept","Beyond  大地（國語版）  MV","經典回聲","https://www.youtube.com/watch?v=VVnCrqs07l0",""
"80s 歌單","POP80-039","喜歡你","U-bvp_hsinw","3557838","kept","Beyond - 喜歡妳 (Official Music Video)","BeyondVEVO","https://www.youtube.com/watch?v=U-bvp_hsinw",""
"80s 歌單","POP80-040","舊日的足跡","tFc6krvM51A","746276","kept","Beyond - 舊日的足跡 (Official Music Video)","BeyondVEVO","https://www.youtube.com/watch?v=tFc6krvM51A",""
